backend_key,backend,llm_model,force_field,calculator_backend,force_field_model,force_field_size,case_id,variant,best_energy,delta_vs_full,iterations,wasted_iterations,waste_ratio,success,slip_count,dissociation_count,tokens_used
gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,001,no_forbid,-4.346961975097656,0.0,5,0,0.0,True,5,4,43193
gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,002,no_forbid,-3.3845176696777344,0.0,4,0,0.0,True,4,1,33479
gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,003,no_forbid,-14.549540519714355,0.0,4,0,0.0,True,4,0,32250
gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,004,no_forbid,-10.361473083496094,0.0,5,0,0.0,True,2,1,36091
gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,005,no_forbid,-7.707094192504883,0.0,4,0,0.0,True,3,0,29967
gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,006,no_forbid,-7.8788909912109375,0.088531494140625,4,0,0.0,True,3,3,30297
gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,007,no_forbid,-7.2280120849609375,0.0,5,0,0.0,True,4,1,43902
gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,008,no_forbid,-6.2311248779296875,3.0517578125e-05,5,0,0.0,True,5,0,41766
gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,009,no_forbid,-10.643351554870605,0.0,5,0,0.0,True,5,0,37589
gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,010,no_forbid,-4.959049940109253,0.02117919921875,5,0,0.0,True,3,0,40353
gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,011,no_forbid,-11.670526504516602,-0.0157470703125,4,0,0.0,True,4,0,41164
gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,012,no_forbid,-3.338047742843628,1.52587890625e-05,3,0,0.0,True,3,0,31365
