backend_key,backend,llm_model,force_field,calculator_backend,force_field_model,force_field_size,case_id,variant,best_energy,delta_vs_full,iterations,wasted_iterations,waste_ratio,success,slip_count,dissociation_count,tokens_used
claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,001,no_termination,-4.346961975097656,0.0,5,0,0.0,True,5,3,39920
claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,002,no_termination,-3.3456077575683594,-3.0517578125e-05,5,0,0.0,True,5,2,40411
claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,003,no_termination,-14.549540519714355,0.0,5,0,0.0,True,5,0,38516
claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,004,no_termination,-9.077598571777344,-0.000244140625,5,0,0.0,True,3,2,34188
claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,005,no_termination,-7.707094192504883,-6.103515625e-05,5,0,0.0,True,4,0,37455
claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,006,no_termination,-8.870079040527344,-0.9897842407226562,5,0,0.0,True,5,2,39079
claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,007,no_termination,-7.2280120849609375,0.0,5,0,0.0,True,4,1,37695
claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,008,no_termination,-6.2311248779296875,-0.05486297607421875,5,0,0.0,True,4,0,39039
claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,009,no_termination,-10.643351554870605,0.0,5,0,0.0,True,4,0,37740
claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,010,no_termination,-4.980229139328003,-0.237030029296875,5,0,0.0,True,2,0,35148
claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,011,no_termination,-11.654779434204102,0.0003662109375,5,1,0.2,True,4,0,45198
claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,012,no_termination,-3.5041396617889404,-0.166107177734375,5,0,0.0,True,4,0,37196
