path,success,failure_class,error,calc_failure_count,dissociation_count
no_forbid/001/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/002/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/003/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/004/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/005/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/006/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/007/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/008/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/009/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/010/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/011/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/012/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/013/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/014/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/015/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/016/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/017/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/018/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/019/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/020/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/021/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/022/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/023/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/024/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/025/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/026/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/027/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/028/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/029/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/030/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/031/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/032/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/033/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/034/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
no_forbid/035/result.json,False,external_api_or_service,"Error code: 429 - {'code': 'Some resource has been exhausted', 'error': 'Your team 6f345731-9dd2-4c52-bac5-3be64eb3a761 has either used all available credits or reached its monthly spending limit. To continue making API requests, please purchase more credits or raise your spending limit.'}",0,0
